"kode","kelurahan_kode","rw","rt","meliputi_jalan","meliputi_lorong","rt_latitude","rt_longitude"
"7371091001009002","7371091001","009","002",,,".","."
"7371091001009003","7371091001","009","003","JL.PERSATUAN & JL.DAMAI & JL.MESJID MUJAHIRIN",,"-5.138794","119.434513"
"7371091001009004","7371091001","009","004","JL.BAHAGIA & JL.DAMAI",,"-5.139172","119.435020"
"7371091001009005","7371091001","009","005","JL.MAKMUR & JL.BAHAGIA",,"-5.139543","119.434638"
"7371091001010001","7371091001","010","001","JL.MAKMUR & JL.MACCINI RAYA",,"-5.138525","119.437372"
"7371091001010002","7371091001","010","002","JL.MACCINI RAYA","LORONG MERDEKA 3 & LORONG MERDEKA 1 & LORONG ANGKASA BIRU","-5.138201","119.435613"
"7371091001010003","7371091001","010","003","JL.MACCINI TENGAH & JL.PERSATUAN & JL.MACCINI RAYA","LORONG MERDEKA","-5.138433","119.435170"
"7371091001010004","7371091001","010","004","JL.MAKMUR",,"-5.138850","119.436496"
"7371091001010005","7371091001","010","005","JL.BAHAGIA & JL.PERSATUAN & JL.DAMAI",,"-5.139000","119.435509"
"7371091002001001","7371091002","001","001","JL.KESADARAN RAYA & JL.URIP SUMOHARJO",,"-5.145557","119.469725"
"7371091002001002","7371091002","001","002","JL.KESADARAN RAYA",,"-5.144525","119.468954"
"7371091002001003","7371091002","001","003",,,".","."
"7371091002001004","7371091002","001","004","JLBILAWAIYA RAYA",,"-5.143838","119.469778"
"7371091002001005","7371091002","001","005","JL.BILAWAIYA RAYA",,"-5.143287","119.469378"
"7371091002001006","7371091002","001","006",,,".","."
"7371091002001007","7371091002","001","007",,,".","."
"7371091002001008","7371091002","001","008",,,".","."
"7371091002001009","7371091002","001","009","JL.KESADARAN RAYA",,"-5.143009","119.467694"
"7371091002002001","7371091002","002","001",,,".","."
"7371091002002002","7371091002","002","002",,,".","."
"7371091002002003","7371091002","002","003","JL.BILAWAIYA IV",,"-5.141682","119.468869"
"7371091002002004","7371091002","002","004","JL.P.PAPI I & JL.KESADARAN RAYA",,"-5.141959","119.467330"
"7371091002002005","7371091002","002","005","JL.URIP SUMOHARJO",,"-5.145015","119.470913"
"7371091002002006","7371091002","002","006","JL.URIP SUMOHARJO",,"-5.145036","119.471986"
"7371091002002007","7371091002","002","007","JL.BILAWAIAYA RAYA",,"-5.140584","119.469704"
"7371091002002008","7371091002","002","008","JL.BILAWAIYA IV",,"-1.469704","119.468123"
"7371091002002009","7371091002","002","009",,,".","."
"7371091002002010","7371091002","002","010","JL.KESADARAN RAYA & JL.URIP SUMOHARJO",,"-5.143848","119.467060"
"7371091002003001","7371091002","003","001","JL.H.KALLA 11",,"-5.136949","119.460797"
"7371091002003002","7371091002","003","002","JL.H.KALLA 2 NO.11 & 19",,"-5.139573","119.461173"
"7371091002003003","7371091002","003","003",,,".","."
"7371091002003004","7371091002","003","004","JL.H.KALLA 2 NO.4 & 8",,"-5.139248","119.460177"
"7371091002003005","7371091002","003","005","JL.H.KALLA 2",,"-5.139342","119.462284"
"7371091002003006","7371091002","003","006","JL.TAMAN MAKAM PAHLAWAN",,"-5.141825","119.460662"
"7371091002003007","7371091002","003","007","JL.H.KALLA 2",,"-5.138956","119.462608"
"7371091002003008","7371091002","003","008",,,".","."
"7371091002003009","7371091002","003","009","JL.H.KALLA NO.1",,"-5.138309","119.459411"
"7371091002003010","7371091002","003","010","JL.CAMPAGAYA",,"-5.136948","119.462853"
"7371091002003011","7371091002","003","011","JL.URIP SUMOHARJO",,".","."
"7371091002004001","7371091002","004","001",,,".","."
"7371091002004002","7371091002","004","002","JL.ANGKASA VI",,"-5.138505","119.456773"
"7371091002004003","7371091002","004","003","JL.ANGKASA",,"-5.139243","119.457195"
"7371091002004004","7371091002","004","004","JL.ANGKASA NO.RAYA",,"-5.140396","119.456781"
"7371091002004005","7371091002","004","005",,,".","."
"7371091002004006","7371091002","004","006",,,".","."
"7371091002004007","7371091002","004","007",,,".","."
"7371091002004008","7371091002","004","008",,,".","."
"7371091002004009","7371091002","004","009","JL.H.KALLA",,"-5.137775","119.458570"
"7371091002004010","7371091002","004","010",,,".","."
"7371091002005001","7371091002","005","001","JL.ANGKASA I & JL.URIP SUMOHARJO",,"-5.142014","119.457109"
"7371091002005002","7371091002","005","002","JL.ANGKASA I & JL.URIP SUMOHARJO",,"-5.142184","119.457997"
"7371091002005003","7371091002","005","003","JL.ANGKASA III",,"-5.141101","-19.457174"
"7371091002005004","7371091002","005","004",,,".","."
"7371091002005005","7371091002","005","005",,,".","."
"7371091002005006","7371091002","005","006",,,".","."
"7371091002005007","7371091002","005","007",,,".","."
"7371091002005008","7371091002","005","008","JL.ANGKASA",,"-5.140125","119.456258"
"7371091002005009","7371091002","005","009","JL.ANGKASA III NO.4",,"-5.140699","119.455622"
"7371091002006001","7371091002","006","001","JL.INSPEKSI KANAL",,"-5.136999","119.447612"
"7371091002006002","7371091002","006","002","JL.URIP SUMOHARJO",,"-5.139134","119.452545"
"7371091002006003","7371091002","006","003","JL.URIP SUMOHARJO",,"-5.137292","119.450534"
"7371091002006004","7371091002","006","004","JL.ANGKASA",,"-5.137298","119.455763"
"7371091002007001","7371091002","007","001","JL.BELAWAYA NO.8",,"-5.139065","119.467780"
"7371091002007002","7371091002","007","002",,,".","."
"7371091002007003","7371091002","007","003","JL.P.KEMERDEKAAN",,"-5.136584","194.467413"
"7371091002007004","7371091002","007","004",,,".","."
"7371091002007005","7371091002","007","005","JL.KESADARAN IV","LORONG 5","-5.136009","119.465546"
"7371091002007006","7371091002","007","006","JL.KESADARAN IV",,"-5.135378","119.465653"
"7371091002007007","7371091002","007","007","JL.KESADARAN IV","LORONG 9","-5.134284","119.465500"
"7371091003001001","7371091003","001","001",,,".","."
"7371091003001002","7371091003","001","002","JL. CAMBAJAWAYA & JL. PACCINANG III",,"-5.147305","119.467795"
"7371091003001003","7371091003","001","003",,,".","."
"7371091003001004","7371091003","001","004","JL. PACCINANG III & JL. PACCINANG IV",,"-5.148194","119.469062"
"7371091003002001","7371091003","002","001",,,".","."
"7371091003002002","7371091003","002","002","JL. PACCINANG III & JL. PACCINANG IV",,"-5.148701","119.469734"
"7371091003002003","7371091003","002","003","JL DR. LEIMNA",,"-5.149740","119.470579"
"7371091003003001","7371091003","003","001","JL. PACCINANG RAYA & JL. PACCINANG RAYA V",,"-5.149587","119.468685"
"7371091003003002","7371091003","003","002",,,".","."
"7371091003003003","7371091003","003","003","JL. PACCINANG RAYA & JL. PACCINANG RAYA V",,"-5.149464","119.469899"
"7371091003003004","7371091003","003","004","JL. PACCINANG RAYA & JL. PACCINANG RAYA V & JL. CAMBAJAWAYA",,"-5.148991","119.467476"
"7371091003004001","7371091003","004","001","JL DR. LEIMNA & JL. URIP SUMOHARJO",,"-5.146359","119.472398"
"7371091003004002","7371091003","004","002","JL DR. LEIMNA",,"-5.148997","119.472332"
"7371091003004003","7371091003","004","003","JL DR. LEIMNA",,"-5.148297","119.470313"
"7371091003005001","7371091003","005","001","JL DR. LEIMNA & JL. INSPEKSI PAM",,"-5.148877","119.474092"
"7371091003005002","7371091003","005","002","JL DR. LEIMNA",,"-5.148386","119.475422"
"7371091003005003","7371091003","005","003","JL. KOMP. IDI","LORONG 1 & LORONG 2","-5.149305","119.478716"
"7371091003005004","7371091003","005","004","JL DR. LEIMNA & JL. KOMP. IDI",,"-5.150529","119.477742"
"7371091003006001","7371091003","006","001","JL. ANTANG RAYA & JL. PANDANG 1 & JL. PHINISI 1 & JL. GARDENIA RAYA","LORONG 6B","-5.151826","119.479464"
"7371091003006002","7371091003","006","002",,,".","."
"7371091003006003","7371091003","006","003","JL. KOMP. IDI","LORONG 6","-5.150159","119.481181"
"7371091003006004","7371091003","006","004","JL. KOMP. IDI","LORONG 7 & LORONG 8","-5.149155","119.482462"
"7371091003006005","7371091003","006","005","JL. PHINISI I & JL. PHINISI III","LORONG 6B","-5.151431","119.481650"
"7371091003007001","7371091003","007","001","JL. SERMANI I",,"-5.147382","119.464215"
"7371091003007002","7371091003","007","002",,,".","."
"7371091003007003","7371091003","007","003","JL. SERMANI & JL. SERMANI II & JL. SERMANI III & JL. SERMANI IV",,"-5.147959","119.464007"
"7371091003007004","7371091003","007","004","JL. SERMANI & JL. SERMANI IV & JL. SERMANI V",,"-5.148621","119.464018"
"7371091003007005","7371091003","007","005","JL. SERMANI & JL. SERMANI V",,"-5.149025","119.463597"
"7371091003008001","7371091003","008","001","JL. URIP SUMOHARJO & JL. CAMPAGAYYA",,"-5.145066","119.463383"
"7371091003009001","7371091003","009","001","JL. TAMAN MAKAM PAHLAWAN & JL. DEPOSITO",,"-5.149422","119.461699"
"7371091003009002","7371091003","009","002","JL. TASKA & JL. SERMANI",,"-5.148946","119.462033"
"7371091003009003","7371091003","009","003","JL. TAMAN MAKAM PAHLAWAN",,"-5.148736","119.461206"
"7371091003009004","7371091003","009","004","JL. TAMAN MAKAM PAHLAWAN & JL. URIP SUMOHARJO",,"-5.147112","119.461577"
"7371091003009005","7371091003","009","005","JL. SERMANI & JL. CAMPAGAYYA",,"-5.147751","119.462712"
"7371091003010001","7371091003","010","001",,,".","."
"7371091003010002","7371091003","010","002",,,".","."
"7371091003010003","7371091003","010","003",,,".","."
"7371091003010004","7371091003","010","004","JL. SERMANI & JL. CAMBA JAWAYA",,"-5.148814","119.465643"
"7371091003010005","7371091003","010","005","JL. CAMBAJAWAYA & JL. URIP SUMOHARJO",,"-5.146864","119.467658"
"7371091003010006","7371091003","010","006","JL. SERMANI & JL. URIP SUMOHARJO",,"-5.147510","119.465947"
"7371091003010007","7371091003","010","007","JL. SERMANI V & JL. CAMBA JAWAYA",,"-5.149455","119.464155"
"7371091003011001","7371091003","011","001","JL. URIP SUMOHARJO",,"-5.142850","119.470318"
"7371121001006001","7371121001","006","001","JL.AMD",,"-5.168742","119.492602"
"7371091003011002","7371091003","011","002","JL. URIP SUMOHARJO",,"-5.142724","119.469910"
"7371091003011003","7371091003","011","003",,,".","."
"7371091003011004","7371091003","011","004","JL. BILAWAIYA",,"-5.142037","119.469494"
"7371091003011005","7371091003","011","005","JL. URIP SUMOHARJO",,"-5.141946","119.470383"
"7371091003011006","7371091003","011","006","JL. BILAWAIYA",,"-5.141241","119.470278"
"7371091003011007","7371091003","011","007","JL. URIP SUMOHARJO",,"-5.143201","119.470570"
"7371091004001001","7371091004","001","001","JL.PAMPANG RAYA","LORONG BUNTU","-5.137069","119.443219"
"7371091004001002","7371091004","001","002","JL.PAMPANG RAYA & JL.URIP SUMOHARJO",,"-5.135454","119.443048"
"7371091004001003","7371091004","001","003",,,".","."
"7371091004001004","7371091004","001","004","JL.INSPEKSI KANAL",,"-5.136001","119.446220"
"7371091004001005","7371091004","001","005",,,".","."
"7371091004001006","7371091004","001","006","JL.INSPEKSI KANAL",,"-5.134947","119.447942"
"7371091004001007","7371091004","001","007",,,".","."
"7371091004001008","7371091004","001","008","JL.INSPEKSI KANAL & JL.PAMPANG IV & JL.PAMPANG V & JL.ANGKASA I",,"-5.133948","119.450264"
"7371091004002001","7371091004","002","001","JL.PAMPANG I & JL.PAMPANG II",,"-5.134308","119.447490"
"7371091004002002","7371091004","002","002","JL.PAMPANG IV & JL.PAMPANG V & JL.ANGKASA I","LORONG 1A","-5.135604","119.450614"
"7371091004002003","7371091004","002","003",,,".","."
"7371091004002004","7371091004","002","004","JL.PAMPANG IV",,"-5.133987","119.453801"
"7371091004002005","7371091004","002","005","JL.INSPEKSI KANAL",,"-5.130838","119.453126"
"7371091004003001","7371091004","003","001","JL.PAMPANG II","LORONG V","-5.133083","119.447103"
"7371091004003002","7371091004","003","002",,,"-5.128136","119.450627"
"7371091004003003","7371091004","003","003",,,".","."
"7371091004003004","7371091004","003","004",,,"-5.131201","119.450708"
"7371091004004001","7371091004","004","001","JL.PAMPANG II","LORONG IV & LORONG V","-5.132838","119.446607"
"7371091004004002","7371091004","004","002","JL.PAMPANG I & JL.PAMPANG II",,"-5.134399","119.446286"
"7371091004004003","7371091004","004","003",,,".","."
"7371091004004004","7371091004","004","004","JL.PAMPANG RAYA & JL.PAMPANG II",,"-5.132710","119.443443"
"7371091004004005","7371091004","004","005","JL.KP.BARU","LORONG 2","-5.131721","119.444786"
"7371091004004006","7371091004","004","006","JL.PAMPANG II","LORONG II & LORONG IV","-5.132088","119.445650"
"7371091004005001","7371091004","005","001","JL.PAMPANG RAYA",,"-5.134652","119.443325"
"7371091004006001","7371091004","006","001",,,".","."
"7371091004006002","7371091004","006","002","JL.PAMPANG RAYA",,"-5.133840","119.443369"
"7371091004007001","7371091004","007","001",,,".","."
"7371091004007002","7371091004","007","002",,,".","."
"7371091004007003","7371091004","007","003",,,".","."
"7371091004007004","7371091004","007","004","JL.PAMPANG RAYA",,"-5.134427","119.441815"
"7371091004007005","7371091004","007","005","JL.PAMPANG RAYA",,"-5.135191","119.441619"
"7371091004008001","7371091004","008","001","JL.BARAWAJA BARAT",,"-5.131723","119.439908"
"7371091004008002","7371091004","008","002","JL.BARAWAJA",,"-5.131486","119.442166"
"7371091004008003","7371091004","008","003",,,".","."
"7371091004008004","7371091004","008","004","JL.BARAWAJA II & JL.KP.BARU","LORONG 9 & LORONG 10 & LORONG GARDEN","-5.129884","119.443399"
"7371091004008005","7371091004","008","005","JL.KP.BARU","LORONG GARDEN","-5.127377","119.446145"
"7371091004008006","7371091004","008","006","JL.KP.BARU","LORONG 1 & LORONG 1A & LORONG 4","-5.129083","119.447479"
"7371091005001001","7371091005","001","001","JL.URIP SUMOHARJO & JL.BTN TONASA & JL.RACING CENTRE",,"-5.142294","119.450918"
"7371091005001002","7371091005","001","002","JL.JL.BTN TONASA & JL.RACING CENTRE",,"-5.143197","119.450531"
"7371091005001003","7371091005","001","003","JL.RACING CENTRE",,"-5.144216","119.450125"
"7371091005001004","7371091005","001","004","JL.RACING CENTRE & JL.MUSTIKA MULIA 1",,"-5.144393","119.449406"
"7371091005002001","7371091005","002","001","JL.URIP SUMOHARJO & JL.MESJID BAITURRAHMAN & JL.RACING CENTER","LORONG 1","-5.141643","119.454058"
"7371091005002002","7371091005","002","002","JL.RACING CENTRE & JL.URIP SUMOHARJO",,"-5.141593","119.453210"
"7371091005002003","7371091005","002","003","JL.RACING CENTRE & JL.MESJID BAITURRAHMAN","LORONG 2","-5.142648","119.453155"
"7371091005002004","7371091005","002","004","JL.MESJID BAITURRAHMAN & JL.RACING CENTER & JL.PROF.ABDURAHMAN BASALAMAH",,"-5.143772","119.452963"
"7371091005002005","7371091005","002","005","JL.MESJID BAITURRAHMAN & JL.PENJERNIHAN VI",,"-5.145221","119.452997"
"7371091005002006","7371091005","002","006","JL.MESJID BAITURRAHMAN & JL.PROF.ABDURAHMAN BASALAMAH & JL.RACING CENTRE",,"-5.146767","119.451666"
"7371091005002007","7371091005","002","007","JL.RACING CENTRE & JL.PROF.ABDURAHMAN BASALAMAH & JL.RACING CENTRE IV",,"-5.146432","119.449620"
"7371091005002008","7371091005","002","008","JL.BAITULRAHMAN & JL.PROF.ABDURAHMAN BASALAMAH",,"-5.150462","119.450254"
"7371091005002009","7371091005","002","009","JL.HJ.SARIPA RAYA & JL.BAITURRAHMAN",,"-5.150594","119.451635"
"7371091005003001","7371091005","003","001","JL.PENJERNIHAN VI & JL.MESJID BAITURRAHMAN & JL.ATHIRAH RAYA & JL.H.ATHIRAH II & JLSARIPAH II",,"-5.149526","119.451768"
"7371091005003002","7371091005","003","002","JL.MESJID ATHIRAH & JL.ATHIRAH 1 & JL.ATHIRAH RAYA & JL.MESJID BAITURRAHMAN",,"-5.147507","119.451411"
"7371091005003003","7371091005","003","003","JL.MESJID ATHIRAH & JL.ATHIRAH 1",,"-5.148832","119.451270"
"7371091005003004","7371091005","003","004","JL.SUNGAI SADDANG BARU & JL.PROF.ABDURAHMAN BASALAMAH & JL.H.ATHIRAH III & JL.H.ATHIRAH IV",,"-5.149183","119.449572"
"7371091005003005","7371091005","003","005","JL.PENJERNIHAN & JL.H.ATHIRAH II & JL.SARIPAH II & JL.SARIPAH III",,"-5.148668","119.452269"
"7371091005003006","7371091005","003","006","JL.PENJERNIHAN & JL.PENJERNIHAN RAYA & JL.PENJERNIHAN 2 & JL.PENJERNIHAN 3 & JL.SARIPAH III & JL.HJ.SARIPAH RAYA",,"-5.149762","119.453760"
"7371091005004001","7371091005","004","001","JL.ANTARIKSA & JL.AKUNTAN & JL.PENJERNIHAN RAYA",,"-5.145819","119.455937"
"7371091005004002","7371091005","004","002","JL.AKUNTAN & JL.PENJERNIHAN RAYA",,"-5.145356","119.454789"
"7371091005004003","7371091005","004","003","JL.AKUNTAN & JL.PENJERNIHAN RAYA",,"-5.145650","119.454367"
"7371091005005001","7371091005","005","001","JL.URIP SUMOHARJO & JL.ASPOL PANAIKANG",,"-5.142765","119.457116"
"7371091005005002","7371091005","005","002","JL.ASPOL PANAIKANG",,"-5.143265","119.456343"
"7371091005005003","7371091005","005","003","JL.URIP SUMOHARJO & JL.ASPOL PANAIKANG",,"-5.144060","119.456741"
"7371091005005004","7371091005","005","004",,,".","."
"7371091005005005","7371091005","005","005","JL.ASPOL PANAIKANG",,"-5.143663","119.457525"
"7371091005005006","7371091005","005","006","JL.ASPOL PANAIKANG",,"-5.145010","119.456023"
"7371091005006001","7371091005","006","001","JL.DIRGANTARA",,"-5.143435","119.458176"
"7371091005006002","7371091005","006","002","JL.DIRGATARA & JL.DIRGANTARA 3",,"-5.143567","119.458964"
"7371091005006003","7371091005","006","003","JL.DIRGANTARA 3",,"-5.144239","119.458639"
"7371091005006004","7371091005","006","004","JL.DIRGANTARA 2",,"-5.143608","119.458280"
"7371091005007001","7371091005","007","001","JL.RACING CENTRE & JL.RACING CENTRE IV","BLOK D","-5.148207","119.450117"
"7371091005007002","7371091005","007","002","JL.PROF.ABDURAHMAN BASALAMAH & JL.RACING CENTRE",,"-5.147931","119.448863"
"7371091005007003","7371091005","007","003","JL.INSPEKSI KANAL & JL.RACING CENTRE","LORONG 7B & LORONG 7D","-5.149294","119.448262"
"7371091005008001","7371091005","008","001","JL.URIP SUMOHARJO & JL.ANTARIKSA",,"-5.142302","119.455707"
"7371091005008002","7371091005","008","002","JL.ANTARIKSA & JL.PENJERNIHAN RAYA",,"-5.143308","119.455030"
"7371091005008003","7371091005","008","003","JL.PENJERNIHAN RAYA & JL.KOMPLEKS PAM & JL.PENJERNIHAN IV",,"-5.146879","119.454270"
"7371091005008004","7371091005","008","004","JL.PENJERNIHAN RAYA",,"-5.148789","119.455154"
"7371091005009001","7371091005","009","001",".JL.URIP SUMOHARJO","LORONG H.BETA","-5.141963","119.451946"
"7371091005009002","7371091005","009","002","JL.URIP SUMOHARJO",,"-5.140811","119.449710"
"7371091005009003","7371091005","009","003","JL.RACING SINRI JALA & JL.RACING CENTRE & JL.URIP SUMOHARJO",,"-5.140023","119.446650"
"7371091005009004","7371091005","009","004","JL.PROF.ABDURRAHMAN BASALAMAH II",,"-5.147040","119.446195"
"7371091005009005","7371091005","009","005","JL.RACING CENTRE & JL.PROF.ABDURRAHMAN BASALAMAH",,"-5.143674","119.452010"
"7371091005009006","7371091005","009","006","JL.RACING CENTRE & JL.RACING CENTRE IV",,"-5.146315","119.448322"
"7371091006001001","7371091006","001","001","JL.A.P.PETTARANI & JL.GOTONG ROYONG","MELIA I & MELIA II & MELIA III","-5.144737","119.943876"
"7371091006001002","7371091006","001","002","JL.GOTONG ROYONG 5",,"-5.145002","119.435248"
"7371091006001003","7371091006","001","003","JL.BAKTI & JL.BAKTI V",,"-5.146290","119.434717"
"7371091006001004","7371091006","001","004","JL.BAKTI II & JL.BAKTI III",,"-5.146674","119.434906"
"7371091006001005","7371091006","001","005","JL.GOTONG ROYONG",,"-5.144095","119.436390"
"7371091006001006","7371091006","001","006","JL.GOTONG ROYONG 4 & JL.BAKTI & JL.GOTONG ROYONG 3 & JL.GOTONG ROYONG 2",,"-5.144710","119.436901"
"7371091006001007","7371091006","001","007","JL.A.P.PETTARANI & JL.KLP.TIGA & JL.BAKTI 1 & JL.KELAPA TIGZ",,"-5.147063","119.436760"
"7371091006001008","7371091006","001","008","JL.GOTONG ROYONG",,"-5.144116","119.435253"
"7371091006002001","7371091006","002","001","JL.A.P.PETTARANI I & JL.A.P.PETTARANI II",,"-5.143799","119.439370"
"7371091006002002","7371091006","002","002","JL.A.P.PETTARANI",,"-5.145258","119.438773"
"7371091006002003","7371091006","002","003","JL.A.P.PETTARANI IV & JL.A.P.PETTARANI V & JL.A.P.PETTARANI VI",,"-5.145845","119.438908"
"7371091006002004","7371091006","002","004","JL.A.P.PETTARANI VI & JL.A.P.PETTARANI VII",,"-5.145264","119.439570"
"7371091006002005","7371091006","002","005","JL.A.P.PETTARANI VI & JL.A.P.PETTARANI VII",,"-5.144215","119.439977"
"7371091006002006","7371091006","002","006","JL.ANDI PANGERAN PETTARANI & JL.A.P.PETTARANI
 ","LORONG 1 & LORONG 4","-5.144527","119.440623"
"7371091006002007","7371091006","002","007","JL.A.P.PETTARANI II & JL.A.P.PETTARANI VIII","LORONG 1 & LORONG 3 & LORONG 5","-5.145355","119.440714"
"7371091006002008","7371091006","002","008","JL.A.P.PETTARANI III & JL.A.P.PETTARANI VI",,"-5.146832","119.440418"
"7371091006002009","7371091006","002","009","JL.A.P.PETTARANI VI & JL.A.P.PETTARANI VIII",,"-5.146957","119.441932"
"7371091006003001","7371091006","003","001","JL.A.P.PETTARANI III & JL.MASALE",,"-5.147042","119.438815"
"7371091006003002","7371091006","003","002","JL.MASALE & JL.MASALE 4",,"-5.148260","119.438981"
"7371091006003003","7371091006","003","003",,,".","."
"7371091006003004","7371091006","003","004","JL.A.P.PETTARANI III & JL.MASAE & JL.MASALE 1",,"-5.148410","119.440944"
"7371091006003005","7371091006","003","005","JL.A.P.PETTARANI III & JL.A.P.PETTARANI VI","LORONG 6","-5.147576","119.441320"
"7371091006003006","7371091006","003","006","JL.MASALE 1 & JL.A.P.PETTARANI III & JL.ABDULLAH DAENG SIRUA 1",,"-5.148885","119.441529"
"7371091006004001","7371091006","004","001","JL.USMAN DG NGALLE & JL.ABDULLAH DAENG SIRUA 2","LORONG 3","-5.149559","119.442940"
"7371091006004002","7371091006","004","002","JL.ABDULLAH DAENG SIRUA 1 & JL.USMAN DG NGALLE",,"-5.148565","119.442410"
"7371091006004003","7371091006","004","003","JL.A.P.PETTARANI III & JL.USMAN DG NGALLE & JL.ABDULLAH DAENG SIRUA 2",,"-5.148715","119.443097"
"7371091006004004","7371091006","004","004","JL.A.P.PETTARANI III","LORONG 6","-5.147609","119.442528"
"7371091006004005","7371091006","004","005","JL.HAYA DG.KOYO & JL.A.P.PETTARANI III",,"-5.147801","119.443445"
"7371091006004006","7371091006","004","006","JLABDULLAH DAENG SIRUA 2 & JL.HAYA DG.KOYO","LORONG 2 & LORONG 3","-5.148047","119.444432"
"7371091006005001","7371091006","005","001","JL.A.P.PETTARANI II & JL.A.P.PETTARANI III","LORONG 7","-5.146781","119.442651"
"7371091006005002","7371091006","005","002","JL.HAYA DG.KOYO & JL.A.P.PETTARANI II","LORONG 9 & LORONG 9A & LORONG 11","-5.146610","119.443569"
"7371091006005003","7371091006","005","003","JL.A.P.PETTARANI II","LORONG 13","-5.146871","119.444781"
"7371091006005004","7371091006","005","004","JL.SUKARIA RAYA & JL.ANDI PANGERAN PETTARANI 2I",,"-5.145317","119.445414"
"7371091006005005","7371091006","005","005","JL.SUKARIA RAYA & JL.SUKARIA 7 & JL.ANDI PANGERAN PETTARANI II",,"-5.145450","119.444534"
"7371091006005006","7371091006","005","006","JL.SUKARIA RAYA & JL.ANDI PANGERAN PETTARANI II","LORONG 8","-5.144724","119.442968"
"7371091006005007","7371091006","005","007","JL.ANDI PANGERAN PETTARANI II",,"-5.145958","119.442566"
"7371091006005008","7371091006","005","008","JL.SUKARIA RAYA & JL.ANDI PANGERAN PETTRANI 2 & JL.M.SALEH YUSUF",,"-5.145723","119.446444"
"7371091006006001","7371091006","006","001","JL.SUKAMANA & JL.SUKA BUMI",,"-5.142542","119.439948"
"7371091006006002","7371091006","006","002","JL.SUKA BUMI & JL.SUKAMANA",,"-5.142153","119.440448"
"7371091006006003","7371091006","006","003","JL.SUKA BUMI",,"-5.141264","119.441114"
"7371091006006004","7371091006","006","004","JL.SUKAMAJU RAYA & JL.SUKAMAJU I & JL.SUKAMANA",,"-5.139960","119.442425"
"7371091006006005","7371091006","006","005","JL.SUKAMAJU III & JL.SUKAMANA",,"-5.139491","119.443043"
"7371091006006006","7371091006","006","006","JL.SUKA MULIA & JL.SUKA MAJU RAYA & JL.SUKARIA 1B",,"-5.141497","119.441747"
"7371091006006007","7371091006","006","007","JL.SUKARIA 1 & JL.SUKARIA 1A & JL.SUKARIA RAYA & JL.SUKA MULIA",,"-5.142890","119.441329"
"7371091006006008","7371091006","006","008","JL.SUKARIA 2",,"-5.141932","119.442277"
"7371091006006009","7371091006","006","009","JL.SUKARIA 2",,"-5.143597","119.442171"
"7371091006006010","7371091006","006","010","JL.SUKAMANA & JL.SUKAMAJU III & JL.SUKAMAJU RAYA",,"-5.140015","119.443640"
"7371091006006011","7371091006","006","011","JL.SUKARIA 2 & JL.SUKARIA 3 & JL.SUKARIA 4 & JL.SUKARIA 5",,"-5.143190","119.442810"
"7371091006007001","7371091006","007","001","JL.SUKARIA 8 & JL.SUKARIA 9 & JL.SUKARIA 10",,"-5.144170","119.944197"
"7371091006007002","7371091006","007","002","JL.SUKAMAJU RAYA & JL.SUKARIA 6 & JL.SUKARIA 7",,"-5.142710","119.444106"
"7371091006007003","7371091006","007","003","JL.M.SALEH YUSUF & JL.SUKAMAJU RAYA",,"-5.140975","119.444529"
"7371091006007004","7371091006","007","004","JL.SUKAMAJU RAYA & JL.M.SALEH YUSUF",,"-5.141293","119.446073"
"7371091006007005","7371091006","007","005","JL.SUKARIA 8 & JL.SUKARIA 9",,"-5.142276","119.445211"
"7371091006007006","7371091006","007","006","JL.SUKARIA 11",,"-5.142746","119.446167"
"7371091006007007","7371091006","007","007","JL.SUKARIA 9 & JL.SUKARIAN 10",,"-5.144020","119.445001"
"7371091006007008","7371091006","007","008","JL.SUKARIA 13 & JL.SUKARIA 18",,"-5.143197","119.447209"
"7371091006007009","7371091006","007","009","JL.SUKARIA RAYA & JL.SUKARIA 16 & JL.SUKARIA 18",,"-5.144356","119.447282"
"7371091006008001","7371091006","008","001","JL.ABDULLAH DAENG SIRUA 2","LORONG 1","-5.150492","119.444244"
"7371091006008002","7371091006","008","002","JL.ABDULLAH DAENG SIRUA 2","LORONG 1 & LORONG 2","-5.149736","119.444637"
"7371101003011002","7371101003","011","002","JL. ANDI MAPPAODANG",,"-5.172203","119.414742"
"7371091006008003","7371091006","008","003","JL.ABDULLAH DAENG SIRUA 2","LORONG 2 & LORONG 5","-5.149156","119.445649"
"7371091006008004","7371091006","008","004","JL.SUKARIA & JL.ABDULLAH DAENG SIRUA","LORONG 7 & LORONG 9","-5.150699","119.447053"
"7371091006008005","7371091006","008","005","JL.INSPEKSI KANAL & JL.ABDULLAH DAENG SIRUA & JL.SUKARIA","LORONG 11","-5.150896","119.448510"
"7371091007001001","7371091007","001","001","JL.PANAKKUKANG BOULEVARD & JL.AP.PETTARANI PENGAYOMAN & JL.PENGAYOMAN",,"-5.157041","119.438972"
"7371091007001002","7371091007","001","002","JL.BOULEVARD & JL.PANAKKUKANG & JL.PENGAYOMAN",,"-5.157298","119.440034"
"7371091007002001","7371091007","002","001","JL.PENGAYOMAN & JL.BOUGENVILLE & JL.BOULEVARD",,"-5.158193","119.446616"
"7371091007002002","7371091007","002","002","JL.TULIP & JL.ASOKA BLK",,"-5.157998","119.443572"
